,station_name,station_id,station_longitude,station_latitude,station_altitude,date,temperature_max,temperature_min,temperature_mean,precipitation
3560854,SHAHMIRZAD,99386.0,53.35,35.76666667,1969.0,2010-05-01 00:00:00,20.8,11.0,16.5,0.0
3565310,SHAHRAK SANATI,18986.0,47.05,34.4,1327.0,2011-01-01 00:00:00,12.0,1.8,6.9,
3568395,SHAHREBABAK,40849.0,55.13333333,30.1,1834.0,2000-01-01 00:00:00,14.5,-8.6,2.4,0.0
3576597,SHAHREKORD,40798.0,50.83944444,32.29222222,2050.0,2000-01-01 00:00:00,13.4,-7.4,1.4,0.0
3584826,SHAHRESTANAK,18607.0,51.35,35.967,2200.0,2021-08-15 00:00:00,28.1,12.3,20.2,
3585143,SHAHREZA,40815.0,51.81055556,31.98166667,1858.0,2000-01-01 00:00:00,13.5,-6.0,5.9,0.0
3593372,SHAHRIYAR,99375.0,51.01666667,35.66666667,1162.9,2007-02-01 00:00:00,10.4,2.2,7.1,0.4
3599012,SHAHRUD,40739.0,54.92972222,36.38055556,1325.2,2000-01-01 00:00:00,14.8,1.6,7.6,0.0
3607241,SHAHRUD (AIRPORT),88120.0,55.08944444,36.42361111,1287.7,2022-01-30 00:00:00,,,20.4,
3607404,SHAH-ZAND,19061.0,49.4167,33.9333,1918.0,2000-01-01 00:00:00,15.0,-4.0,5.5,
3610403,SHALAMZAR,19393.0,50.82,32.04,2041.0,2018-05-26 00:00:00,,,21.6,0.0
3611822,SHAMSABAD,19097.0,49.73,33.82,2190.0,2000-01-01 00:00:00,13.5,-3.4,5.05,
3619682,SHARAFKHANEH,18064.0,45.5,38.2,1285.0,2019-05-13 00:00:00,30.4,,25.7,0.0
3620828,SHAZAND,99441.0,49.40833333,33.94166667,1913.0,2009-08-01 00:00:00,32.4,15.2,26.9,0.0
3625557,SHIRAZ,40848.0,52.6025,29.56138889,1488.0,2000-01-01 00:00:00,18.4,2.6,9.3,0.0
3633786,SHIRINSO,18783.0,48.45,35.49,1783.0,2006-02-26 00:00:00,,,-1.4,
3634817,SHIRVAN,99270.0,57.8372,37.4342,1051.0,2015-12-16 00:00:00,,,0.0,
3637218,SHOGHAN,18213.0,56.88,37.34,1338.0,2018-04-29 00:00:00,,12.9,14.9,
3638642,SHOOT,18018.0,44.77,39.21,1015.0,2018-04-29 00:00:00,,12.5,13.1,
3639911,SHULABAD,99502.0,49.18305556,33.18555556,1591.0,2011-11-23 00:00:00,,,6.4,
3643767,SHUSH,99514.0,48.23944444,32.19444444,65.0,2009-06-01 00:00:00,42.2,23.2,35.9,0.0
3648557,SHUSHTAR,99446.0,48.83333333,32.05,67.0,2000-01-01 00:00:00,23.6,10.6,18.0,0.0
3656786,SIAHBISHEH,40735.0,51.30305556,36.23111111,1855.0,2000-01-01 00:00:00,16.4,5.2,13.4,0.0
3665015,SILAKHUR,99468.0,48.86972222,33.735,1496.9,2002-01-01 00:00:00,13.2,5.0,8.3,0.3
3672513,SILOY JIROFT,19843.0,57.7333,28.7,710.0,2000-01-01 00:00:00,22.0,6.5,14.25,
3674339,SINGERD,19256.0,50.43,32.78,2169.0,2000-01-01 00:00:00,12.0,-10.0,1.0,
3682124,SIRDAN,99319.0,49.18527778,36.65111111,1100.0,2014-02-06 00:00:00,,,-2.1,0.1
3685034,SIRI ISLAND,40889.0,54.55111111,25.89777778,4.4,2000-01-01 00:00:00,25.2,18.0,22.7,0.0
3693263,SIRIK,19981.0,57.1333,26.5,8.0,2000-12-01 00:00:00,27.0,14.0,20.5,
3695268,SIRJAN,40851.0,55.68333333,29.46666667,1739.0,2000-01-01 00:00:00,16.4,-5.4,4.9,0.0
3703497,SIRJAN (AIRPORT),88175.0,55.66333333,29.55138889,1767.0,2022-06-23 00:00:00,,,,
3703517,SISAB,18168.0,57.64,37.42,1352.0,2012-01-01 00:00:00,10.2,-2.2,4.0,
3707166,SISAKHT,99555.0,51.4675,30.84055556,2133.4,2007-01-01 00:00:00,2.2,-9.4,-1.1,0.0
3712786,SOFISHAIKH,18181.0,55.4,37.42,133.0,2013-01-01 00:00:00,10.8,-0.2,5.3,
3716115,SOJAS,18515.0,48.56,36.24,1779.0,2018-07-03 00:00:00,,,31.2,
3717478,SOLTANABAD,18465.0,45.0327,36.4025,1216.0,2022-06-23 00:00:00,34.6,20.0,27.3,
3717486,SOLTANIYEH,18451.0,48.79,36.44,1785.0,2021-10-28 00:00:00,17.2,-1.4,7.9,
3717744,SOMEHSARA,18219.0,49.3288889,37.2833333,1.0,2020-10-30 00:00:00,23.3,17.4,20.35,
3718353,SONGHORE KOLYAEE,18921.0,47.6,34.7833,1700.0,2000-01-02 00:00:00,17.0,-4.8,6.1,
3720087,SONQOR,99429.0,47.58333333,34.78333333,1700.0,2005-01-01 00:00:00,7.0,-5.4,0.6,0.0
3726487,SOODAGHLEN,18246.0,55.78333333,37.2,1325.0,2000-01-01 00:00:00,15.0,-2.8,6.1,
3731525,SOORESHJAN,19300.0,50.69,32.32,2130.0,2018-06-21 00:00:00,32.9,8.3,23.9,0.0
3732947,SORAN,19942.0,62.0,27.28,1145.0,2020-01-11 00:00:00,10.2,,8.2,
3733801,SORKHE,18797.0,53.18,35.47,1146.0,2013-03-01 00:00:00,19.4,4.0,11.7,
3735348,SUMAR,99430.0,45.65,33.88333333,297.0,2008-01-01 00:00:00,16.6,5.6,12.2,0.0
3740576,TABAS,40791.0,56.9506,33.6031,711.0,2000-01-01 00:00:00,20.8,6.0,11.8,0.0
3748805,TABAS (AIRPORT),88150.0,56.8975,33.6681,690.0,2018-11-17 00:00:00,,,20.5,
3749479,TABRIZ,40706.0,46.2422,38.1219,1361.0,2000-01-01 00:00:00,12.6,-0.6,4.6,0.0
3757708,TABRIZ (SHARQ),99234.0,46.3331,38.0494,1495.0,2016-02-22 00:00:00,13.0,,7.7,
3760026,TAFRESH,99409.0,50.03333333,34.68444444,1979.7,2000-06-01 00:00:00,27.6,14.0,23.1,0.0
3768103,TAFRESH,18945.0,50.33,34.68,1630.0,2000-01-01 00:00:00,16.0,-1.0,7.5,
3773268,TAFTAN,19438.0,54.16,31.75,1654.0,2018-05-09 00:00:00,,15.3,18.6,
3774698,TAHERABAD SARI,18390.0,53.2,36.6167,3.0,2000-01-01 00:00:00,12.0,9.5,10.75,
3775366,TAHGHIGHATBAEKOLA,18346.0,53.23333333,36.73333333,4.0,2000-01-01 00:00:00,11.8,10.4,11.1,
3780799,TAHGHIGHATE KESHAVARZI RUDDASHT,19299.0,52.33,32.33,1510.0,2002-01-01 00:00:00,13.8,-1.0,6.4,
3787787,TAHIGHAT DEYM SHOMAL,18183.0,58.1167,37.4167,1131.0,2001-01-01 00:00:00,10.2,-2.4,3.9,
3792139,TAIBAD,18936.0,60.75,34.7331,900.0,2000-01-01 00:00:00,12.8,4.0,8.4,
3794421,TAJRAK-HAMEDAN,18837.0,49.3167,35.2833,1570.0,2000-04-01 00:00:00,11.5,2.0,6.75,
3794695,TAKAB,40728.0,47.09861111,36.39555556,1817.2,2000-01-01 00:00:00,15.0,-3.2,6.8,0.0
3802924,TAKESTAN,18591.0,49.65,36.05,1325.0,2000-01-01 00:00:00,15.0,-3.0,6.0,
3804215,TAKESTAN,99367.0,49.67805556,36.0525,1283.4,2004-01-01 00:00:00,6.8,-6.4,1.3,0.0
3810983,TAKHT-E-JAMSHID,99575.0,52.88916667,29.92,1605.0,2002-05-01 00:00:00,26.0,11.6,21.2,0.0
3818361,TALEGHAN,99321.0,50.76666667,36.16666667,1857.0,2008-01-01 00:00:00,4.4,-4.0,0.2,2.6
3823667,TALEH SAVADKOOH,18587.0,53.00166667,36.00666667,844.0,2000-10-01 00:00:00,19.2,13.6,16.4,
3828319,TALESH,99249.0,48.89694444,37.83916667,7.0,2006-01-01 00:00:00,11.2,2.2,7.5,0.0
3834356,TALLE BEIZA,19662.0,52.3831,29.9497,1650.0,2001-01-01 00:00:00,16.0,,,
3835329,TANGCHENAR,19508.0,54.3167,31.4,2462.0,2003-01-01 00:00:00,6.0,-3.0,1.5,
3839364,TANG E ERAM,19775.0,51.53,29.15,890.0,2022-06-23 00:00:00,,,,
3839384,TANGEH ZAGH,19899.0,55.93,27.97,750.0,2000-01-01 00:00:00,23.4,7.2,15.3,
3842499,TANGE TORKAMAN,18102.0,56.92,37.94,988.0,2000-01-01 00:00:00,20.5,0.8,10.65,
3850526,TASHKOUIYEH (KALLEGAH),19887.0,55.45,28.1167,75.0,2000-01-01 00:00:00,23.5,1.5,12.5,
3854447,TASOOJ,18054.0,45.35,38.32,1500.0,2000-07-01 00:00:00,34.6,,,
3861566,TAYBAD,99434.0,60.7597,34.75,900.4,2015-12-23 00:00:00,14.9,,10.5,
3863920,TAZEHABAD (KERMANSHAH),99428.0,46.15,34.75,1226.0,2008-03-01 00:00:00,16.4,3.6,10.7,0.0
3869126,TEHRAN (GEOPHYSIC),99331.0,51.38666667,35.74666667,1418.6,2000-01-01 00:00:00,16.2,7.2,12.6,0.0
3877307,TEHRAN (MEHRABAD AIRPORT),40754.0,51.3092,35.6931,1191.0,2000-01-01 00:00:00,17.6,6.6,11.2,0.0
3885536,TEHRAN (SHEMIRAN),40751.0,51.48527778,35.79888889,1549.1,2000-01-01 00:00:00,16.4,4.4,9.0,0.0
3893763,TELARSAR,18317.0,50.73,36.85,79.0,2000-01-01 00:00:00,15.0,7.5,11.25,
3899626,TEST,99999.0,51.3092,35.6931,1191.0,2021-11-28 00:00:00,,7.0,8.2,0.0
3899734,TEST,666666.0,47.7789,39.6031,72.6,2022-04-27 00:00:00,26.3,17.5,22.1,0.01
3899804,TIRAN,19273.0,51.17,32.7,1860.0,2006-07-01 00:00:00,33.2,20.0,26.6,
3903065,TIRTASH,18348.0,53.73333333,36.75,-14.0,2000-01-01 00:00:00,11.5,9.0,10.25,
3908379,TOLE BARGHAH,19858.0,55.34,28.57,1545.0,2012-01-01 00:00:00,21.6,-2.0,9.8,
3910822,TONB-E-BOZORG ISLAND,40884.0,55.28333333,26.23333333,-1.0,2022-06-23 00:00:00,,,,
3910842,TONEKABON,18332.0,50.9,36.81,-7.0,2020-10-10 00:00:00,24.2,16.3,20.25,
3911466,TORBAT-E HEYDARIYEH,40762.0,59.2058,35.3317,1451.0,2000-01-01 00:00:00,16.0,-0.8,6.3,0.0
3919695,TORBAT-E-JAM,40806.0,60.56472222,35.29472222,950.4,2000-01-01 00:00:00,19.4,1.6,8.2,0.0
3927924,TOROOD,18795.0,55.0167,35.4333,781.0,2000-01-01 00:00:00,18.0,4.8,11.4,
3930202,TOTON RASHT,18231.0,49.52,37.27,30.0,2000-01-01 00:00:00,13.0,7.0,10.0,
3938044,TOYSERKAN,40886.0,48.42888889,34.55055556,1783.2,2003-09-01 00:00:00,33.4,15.6,26.6,0.0
3944934,VARAMIN,99406.0,51.65,35.31666667,973.0,2007-02-01 00:00:00,12.6,0.0,7.2,1.2
3950571,VARZANEH,19336.0,52.6167,32.4,1748.0,2000-01-01 00:00:00,17.0,-6.5,5.25,
3952597,VARZANEH,99505.0,52.61666667,32.4,1450.0,2006-01-10 00:00:00,12.0,-1.2,6.4,0.0
3958624,VARZEQAN,99226.0,46.66666667,38.5,1671.0,2012-03-11 00:00:00,-2.1,,-4.2,0.0
3962398,YARAND,19131.0,51.68,33.6,1864.0,2000-01-01 00:00:00,15.0,3.0,9.0,
3970003,YASOKANSD,18481.0,47.75,36.28,1760.0,2002-03-01 00:00:00,12.0,-6.9,2.55,
3977226,YASUJ,40836.0,51.555,30.69861111,1816.3,2000-01-01 00:00:00,16.4,-1.4,6.7,0.0
3985423,YAZD,40821.0,54.2892,31.9039,1230.2,2000-01-01 00:00:00,18.0,-0.6,7.9,0.0
3993652,YEKEH SEOOD,18066.0,56.66,38.18,898.0,2017-01-01 00:00:00,15.9,0.0,7.95,
3995437,ZABOL,40829.0,61.54305556,31.08861111,489.2,2000-01-01 00:00:00,19.0,5.0,10.3,0.0
4003666,ZAHAK,99623.0,61.68333333,30.9,495.0,2000-01-01 00:00:00,19.0,3.4,11.9,0.0
4011895,ZAHAN,99448.0,59.82,33.42,1714.0,2017-11-26 00:00:00,9.0,-2.0,3.7,0.0
4013581,ZAHEDAN,40856.0,60.90027778,29.47222222,1370.0,2000-01-01 00:00:00,17.6,-2.0,7.0,0.0
4021810,ZANJAN,40729.0,48.5217,36.6603,1640.7,2000-01-01 00:00:00,16.8,-1.2,5.6,0.0
4030039,ZANJAN (AIRPORT),88118.0,48.37138889,36.77222222,1659.4,2011-11-23 00:00:00,7.4,-3.0,2.9,
4033883,ZAR ABAD,19998.0,59.4,25.58,35.0,2018-12-05 00:00:00,30.6,,21.7,
4035130,ZARAND,99549.0,56.56666667,30.8,1670.0,2003-01-01 00:00:00,8.0,-2.4,3.5,0.0
4042263,ZARANDIEH,99398.0,50.47,35.3,1286.0,2018-10-24 00:00:00,25.8,7.8,20.1,
4043613,ZARAND-KERMAN,19578.0,56.5833,30.8,1670.0,2000-01-01 00:00:00,13.5,3.5,8.5,
4044119,ZARDGOL-SORKHABAD,18630.0,52.9833,35.9167,1500.0,2000-01-01 00:00:00,17.0,2.6,9.8,
4048868,ZARINABAD ZANJAN,18643.0,48.2833,36.4167,1755.0,2000-01-01 00:00:00,13.6,-5.0,4.3,
4051240,ZARQAN,40847.0,52.70361111,29.77805556,1596.0,2000-01-01 00:00:00,16.0,-4.2,7.4,0.0
4059469,ZARRENROOD,18699.0,48.48,35.75,1751.0,2018-07-03 00:00:00,,,32.5,
4060777,ZARRINABAD EIJROOD,18454.0,48.27,36.42,1744.0,2022-06-23 00:00:00,,,,
4060797,ZARRINDASHT,99590.0,54.42638889,28.35055556,1029.0,2008-02-10 00:00:00,22.4,2.0,14.7,0.0
4066064,ZARRINEH,40749.0,46.91666667,36.06666667,2143.0,2000-01-01 00:00:00,11.0,-2.4,3.0,0.0
4074293,ZARRINSHAHR,99507.0,51.37805556,32.39944444,1713.8,2005-01-01 00:00:00,17.6,-2.4,7.4,0.0
4080695,ZARRINSHAHR (S.DEFA),19341.0,51.3667,32.3667,1720.0,2000-01-01 00:00:00,14.6,-6.0,4.3,
4081061,ZAVAREH,19156.0,52.47,33.44,995.0,2019-11-04 00:00:00,,,,
4082029,ZAVE,18839.0,59.87,35.48,1383.0,2020-10-04 00:00:00,,,,
4082495,ZIARATALI,19912.0,57.23,27.74,460.0,2022-06-23 00:00:00,,,,
4082515,ZIDASHTE TALEGHAN,18554.0,50.68,36.13,2255.0,2019-02-02 00:00:00,,,2.0,
4083695,ZOHAN,19161.0,59.7833,33.4167,1710.0,2000-01-01 00:00:00,15.0,,,
